来源系统,单据编号,单据日期,单据类型,交易类型,委托单位编码,委托单位,制单人编码,制单人,附件个数,影像张数,共享中心,共享服务类型,服务目录,任务属性,创建时间,入池时间,入组时间,任务类型,任务量系数,优先级,工作组,派单到人模式,派单到人规则,提取/派单时间,操作终端,处理人编码,处理人,处理时间,处理意见,处理意见标签化,作业状态,作业时长,修正作业时长,超期标记,超期时间,共享是否处理完成,共享处理次数,进入共享次数,页面审核时长,驳回类型,驳回模式,驳回接收环节,驳回接收人,驳出共享次数
财务会计,AP-2026-001844,2026-04-15,付款单,应付付款单（材料采购）,A05,示例集团·戊公司,MAK06,制单人06,,8,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-02-24 19:49:01,2026-02-24 19:49:36,2026-02-24 19:50:05,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-24 19:50:05,PC端,AUD02,审核员02,2026-02-24 20:03:05,同意,,审核通过,39分37秒,--,0,,是,1,1,200秒,,0,,,--
费控服务,AP-2026-001845,2026-05-20,应付发票,应付确认单（物料类）,A01,示例集团·甲公司,MAK05,制单人05,,6,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-06-15 09:16:24,2026-06-15 09:16:55,2026-06-15 09:17:29,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-15 09:17:29,PC端,AUD07,审核员07,2026-06-15 11:42:29,驳回,未关联合同,审核驳回,34分32秒,29分23秒,0,,是,2,1,45秒,驳回,1,制单人,制单人05,2
财务会计,AP-2026-001846,2026-02-04,应付发票,应付付款单（差旅费）,A13,示例集团·子公司丙,MAK06,制单人06,,4,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-01-12 14:02:22,2026-01-12 14:03:05,2026-01-12 14:04:23,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-12 14:04:23,PC端,AUD04,审核员04,2026-01-12 15:38:23,同意,,审核通过,16分59秒,--,0,,是,1,1,55秒,,0,,,--
费控服务,AP-2026-001847,2026-03-07,付款单,应付确认单（物料类）,A05,示例集团·戊公司,MAK15,制单人15,,3,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-06-01 19:02:08,2026-06-01 19:02:31,2026-06-01 19:03:39,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-01 19:03:39,移动端,AUD05,审核员05,2026-06-01 20:32:39,同意,,审核通过,16分49秒,--,0,,是,1,1,250秒,,0,,,--
费控服务,AP-2026-001848,2026-06-22,付款单,其他专项付款单,A08,示例集团·辛公司,MAK08,制单人08,,4,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-05-16 19:35:30,2026-05-16 19:35:37,2026-05-16 19:36:53,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-16 19:36:53,PC端,AUD02,审核员02,2026-05-16 20:18:53,同意,,审核通过,36分30秒,--,0,,是,1,1,88秒,,0,,,--
财务会计,AP-2026-001849,2026-02-02,通用报销单,应付确认单（物料类）,A01,示例集团·甲公司,MAK02,制单人02,,8,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-02-10 13:20:01,2026-02-10 13:20:44,2026-02-10 13:20:52,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-10 13:20:52,PC端,AUD02,审核员02,2026-02-10 14:48:52,同意,,审核通过,3分42秒,--,0,,是,1,1,298秒,,0,,,--
费控服务,AP-2026-001850,2026-04-28,付款单,其他专项付款单,A06,示例集团·己公司,MAK09,制单人09,,0,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-05-15 11:33:32,2026-05-15 11:34:03,2026-05-15 11:34:21,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-15 11:34:21,移动端,AUD02,审核员02,2026-05-15 12:54:21,同意,,审核通过,13分51秒,--,0,,是,1,1,154秒,,0,,,--
财务会计,AP-2026-001851,2026-02-01,付款单,通用报销单（费用报销）,A02,示例集团·乙公司,MAK04,制单人04,,7,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-06-10 11:20:10,2026-06-10 11:20:50,2026-06-10 11:21:30,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-10 11:21:30,PC端,AUD05,审核员05,2026-06-10 14:00:30,同意,,审核通过,18分6秒,--,0,,是,1,1,234秒,,0,,,--
费控服务,AP-2026-001852,2026-02-11,应付发票,应付确认单（物料类）,A20,示例集团·子公司癸,MAK10,制单人10,,6,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-03-13 10:32:39,2026-03-13 10:33:11,2026-03-13 10:34:40,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-13 10:34:40,PC端,AUD05,审核员05,2026-03-13 11:24:40,同意,,审核通过,11分9秒,--,0,,是,1,1,182秒,,0,,,--
财务会计,AP-2026-001853,2026-03-02,付款单,应付付款单（服务费）,A02,示例集团·乙公司,MAK13,制单人13,,7,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-02-08 08:08:14,2026-02-08 08:09:12,2026-02-08 08:09:49,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-08 08:09:49,移动端,AUD05,审核员05,2026-02-08 08:19:49,同意,,审核通过,7分11秒,--,0,,是,1,1,194秒,,0,,,--
财务会计,AP-2026-001854,2026-05-02,通用报销单,应付付款单（材料采购）,A01,示例集团·甲公司,MAK06,制单人06,,6,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-06-17 18:10:49,2026-06-17 18:11:45,2026-06-17 18:12:50,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-17 18:12:50,PC端,AUD04,审核员04,2026-06-17 18:16:50,同意,,审核通过,3分45秒,--,0,,是,1,1,287秒,,0,,,--
财务会计,AP-2026-001855,2026-05-05,付款单,应付付款单（材料采购）,A11,示例集团·子公司甲,MAK14,制单人14,,3,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-06-10 20:17:31,2026-06-10 20:18:12,2026-06-10 20:19:31,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-10 20:19:31,移动端,AUD02,审核员02,2026-06-10 20:28:31,同意,,审核通过,27分5秒,--,0,,是,1,1,177秒,,0,,,--
财务会计,AP-2026-001856,2026-01-18,通用报销单,其他专项付款单,A02,示例集团·乙公司,MAK07,制单人07,,8,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-02-28 12:19:19,2026-02-28 12:19:29,2026-02-28 12:19:31,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-28 12:19:31,PC端,AUD03,审核员03,2026-02-28 12:57:31,同意,,审核通过,10分16秒,--,0,,是,1,1,284秒,,0,,,--
财务会计,AP-2026-001857,2026-06-08,付款单,应付付款单（材料采购）,A06,示例集团·己公司,MAK07,制单人07,,2,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-06-03 12:23:02,2026-06-03 12:23:17,2026-06-03 12:23:27,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-03 12:23:27,PC端,AUD06,审核员06,2026-06-03 12:52:27,同意,附件不完整,审核通过,25分43秒,38分51秒,0,,是,1,1,72秒,,0,,,1
财务会计,AP-2026-001858,2026-05-08,通用报销单,应付付款单（服务费）,A15,示例集团·子公司戊,MAK13,制单人13,,1,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-04-01 14:05:01,2026-04-01 14:05:18,2026-04-01 14:06:17,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-01 14:06:17,移动端,AUD05,审核员05,2026-04-01 14:30:17,同意,,审核通过,7分52秒,--,0,,是,1,1,74秒,,0,,,--
财务会计,AP-2026-001859,2026-01-22,应付发票,应付付款单（材料采购）,A09,示例集团·壬公司,MAK14,制单人14,,0,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-04-10 19:31:26,2026-04-10 19:32:02,2026-04-10 19:33:13,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-10 19:33:13,PC端,AUD03,审核员03,2026-04-10 22:25:13,同意,,审核通过,15分16秒,--,0,,是,1,1,50秒,,0,,,--
财务会计,AP-2026-001860,2026-06-04,通用报销单,其他专项付款单,A03,示例集团·丙公司,MAK04,制单人04,,5,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-03-18 18:06:19,2026-03-18 18:06:20,2026-03-18 18:07:04,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-18 18:07:04,移动端,AUD01,审核员01,2026-03-18 18:29:04,同意,,审核通过,8分28秒,--,0,,是,1,1,11秒,,0,,,--
财务会计,AP-2026-001861,2026-05-14,付款单,应付付款单（材料采购）,A03,示例集团·丙公司,MAK08,制单人08,,8,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-01-09 20:03:51,2026-01-09 20:04:49,2026-01-09 20:05:39,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-09 20:05:39,移动端,AUD04,审核员04,2026-01-09 22:02:39,同意,,审核通过,30分33秒,--,0,,是,1,1,118秒,,0,,,--
财务会计,AP-2026-001862,2026-01-26,应付发票,应付付款单（差旅费）,A01,示例集团·甲公司,MAK04,制单人04,,7,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-02-13 12:20:30,2026-02-13 12:20:39,2026-02-13 12:22:17,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-13 12:22:17,移动端,AUD02,审核员02,2026-02-13 13:02:17,同意,,审核通过,39分17秒,--,0,,是,1,1,37秒,,0,,,--
财务会计,AP-2026-001863,2026-06-28,应付发票,应付付款单（差旅费）,A05,示例集团·戊公司,MAK05,制单人05,,3,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-02-20 18:37:39,2026-02-20 18:38:38,2026-02-20 18:39:46,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-20 18:39:46,移动端,AUD02,审核员02,2026-02-20 20:35:46,驳回,附件不完整,审核驳回,39分6秒,26分47秒,0,,是,1,1,157秒,驳回,1,制单人,制单人05,1
费控服务,AP-2026-001864,2026-06-10,通用报销单,应付付款单（差旅费）,A01,示例集团·甲公司,MAK14,制单人14,,8,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-02-13 08:14:10,2026-02-13 08:14:38,2026-02-13 08:16:16,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-13 08:16:16,移动端,AUD03,审核员03,2026-02-13 10:12:16,同意,,审核通过,3分22秒,--,0,,是,1,1,260秒,,0,,,--
费控服务,AP-2026-001865,2026-06-27,应付发票,通用报销单（费用报销）,A15,示例集团·子公司戊,MAK07,制单人07,,3,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-02-18 17:25:41,2026-02-18 17:26:03,2026-02-18 17:26:41,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-18 17:26:41,移动端,AUD01,审核员01,2026-02-18 19:11:41,同意,,审核通过,26分2秒,--,0,,是,1,1,208秒,,0,,,--
财务会计,AP-2026-001866,2026-03-10,付款单,应付确认单（物料类）,A16,示例集团·子公司己,MAK01,制单人01,,4,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-06-20 12:56:35,2026-06-20 12:57:00,2026-06-20 12:58:40,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-20 12:58:40,PC端,AUD02,审核员02,2026-06-20 15:41:40,同意,,审核通过,33分16秒,--,0,,是,1,1,274秒,,0,,,--
财务会计,AP-2026-001867,2026-05-13,应付发票,应付确认单（物料类）,A01,示例集团·甲公司,MAK01,制单人01,,3,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-03-02 15:51:29,2026-03-02 15:51:30,2026-03-02 15:53:07,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-02 15:53:07,移动端,AUD05,审核员05,2026-03-02 16:12:07,同意,,审核通过,31分20秒,--,0,,是,1,1,168秒,,0,,,--
财务会计,AP-2026-001868,2026-01-02,通用报销单,应付付款单（材料采购）,A06,示例集团·己公司,MAK13,制单人13,,0,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-02-04 09:28:06,2026-02-04 09:28:43,2026-02-04 09:30:14,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-04 09:30:14,PC端,AUD06,审核员06,2026-02-04 12:45:14,同意,附件信息不一致,审核通过,18分39秒,6分17秒,0,,是,1,1,156秒,,0,,,1
财务会计,AP-2026-001869,2026-05-11,通用报销单,应付确认单（物料类）,A03,示例集团·丙公司,MAK16,制单人16,,6,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-04-09 11:14:14,2026-04-09 11:14:57,2026-04-09 11:16:22,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-09 11:16:22,PC端,AUD06,审核员06,2026-04-09 13:29:22,同意,,审核通过,22分23秒,--,0,,是,1,1,92秒,,0,,,--
财务会计,AP-2026-001870,2026-06-22,应付发票,通用报销单（费用报销）,A02,示例集团·乙公司,MAK16,制单人16,,2,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-06-24 11:23:15,2026-06-24 11:24:14,2026-06-24 11:24:15,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-24 11:24:15,移动端,AUD04,审核员04,2026-06-24 14:38:15,驳回,业务类型填写错误,审核驳回,25分40秒,23分13秒,0,,是,3,1,207秒,驳回,1,制单人,制单人16,3
财务会计,AP-2026-001871,2026-01-21,付款单,其他专项付款单,A09,示例集团·壬公司,MAK16,制单人16,,8,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-05-15 11:36:55,2026-05-15 11:37:15,2026-05-15 11:38:53,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-15 11:38:53,移动端,AUD05,审核员05,2026-05-15 13:28:53,同意,,审核通过,32分45秒,--,0,,是,1,1,87秒,,0,,,--
财务会计,AP-2026-001872,2026-01-18,通用报销单,其他专项付款单,A15,示例集团·子公司戊,MAK04,制单人04,,6,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-03-13 13:42:15,2026-03-13 13:43:09,2026-03-13 13:44:29,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-13 13:44:29,PC端,AUD06,审核员06,2026-03-13 14:24:29,同意,,审核通过,36分29秒,--,0,,是,1,1,57秒,,0,,,--
财务会计,AP-2026-001873,2026-05-08,应付发票,通用报销单（费用报销）,A03,示例集团·丙公司,MAK02,制单人02,,6,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-03-26 09:57:48,2026-03-26 09:58:19,2026-03-26 10:00:17,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-26 10:00:17,PC端,AUD07,审核员07,2026-03-26 12:36:17,同意,,审核通过,1分23秒,--,0,,是,1,1,196秒,,0,,,--
财务会计,AP-2026-001874,2026-05-27,通用报销单,其他专项付款单,A06,示例集团·己公司,MAK02,制单人02,,8,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-01-05 09:56:45,2026-01-05 09:56:53,2026-01-05 09:57:43,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-05 09:57:43,移动端,AUD07,审核员07,2026-01-05 10:32:43,同意,,审核通过,40分12秒,--,0,,是,1,1,199秒,,0,,,--
财务会计,AP-2026-001875,2026-05-27,应付发票,应付付款单（差旅费）,A09,示例集团·壬公司,MAK07,制单人07,,0,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-03-20 15:00:06,2026-03-20 15:00:25,2026-03-20 15:01:50,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-20 15:01:50,PC端,AUD03,审核员03,2026-03-20 17:42:50,同意,,审核通过,15分38秒,--,0,,是,1,1,131秒,,0,,,--
财务会计,AP-2026-001876,2026-02-04,通用报销单,通用报销单（费用报销）,A02,示例集团·乙公司,MAK03,制单人03,,0,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-05-13 19:37:09,2026-05-13 19:37:33,2026-05-13 19:38:15,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-13 19:38:15,PC端,AUD05,审核员05,2026-05-13 20:11:15,同意,,审核通过,22分1秒,--,0,,是,1,1,98秒,,0,,,--
费控服务,AP-2026-001877,2026-01-03,付款单,其他专项付款单,A04,示例集团·丁公司,MAK01,制单人01,,7,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-01-04 18:49:47,2026-01-04 18:49:51,2026-01-04 18:50:02,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-04 18:50:02,移动端,AUD01,审核员01,2026-01-04 20:14:02,同意,,审核通过,13分35秒,--,0,,是,1,1,142秒,,0,,,--
财务会计,AP-2026-001878,2026-02-21,付款单,应付付款单（服务费）,A10,示例集团·癸公司,MAK16,制单人16,,3,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-05-03 11:00:03,2026-05-03 11:00:47,2026-05-03 11:02:22,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-03 11:02:22,PC端,AUD06,审核员06,2026-05-03 13:25:22,同意,,审核通过,34分54秒,--,0,,是,1,1,165秒,,0,,,--
费控服务,AP-2026-001879,2026-06-02,通用报销单,应付付款单（服务费）,A08,示例集团·辛公司,MAK07,制单人07,,0,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-06-23 16:54:25,2026-06-23 16:54:56,2026-06-23 16:55:13,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-23 16:55:13,PC端,AUD05,审核员05,2026-06-23 17:46:13,同意,,审核通过,17分42秒,--,0,,是,1,1,144秒,,0,,,--
